Id, Title, Isbn, Year, CallNumber, CcbcCollection, Genres, NewEdition, NonUsPublisher, Publisher, OriginallyPublishedIn, Translated, TranslatedNotes, Subject, Subject Disability Notes, Subject Heritage/Region Notes, Subject Lgbtq Notes, Subject Religion Notes, Primary Character 1, PrimaryCharacterDisabilityNotes 1, PrimaryCharacterHeritageNotes 1, PrimaryCharacterSexualityNotes 1, PrimaryCharacterTypeNotes 1, PrimaryCharacterReligionNotes 1, PrimaryCharacterHeritageByNotes 1, PrimaryCharacterGenderNotes 1, Primary Character 2, PrimaryCharacterDisabilityNotes 2, PrimaryCharacterHeritageNotes 2, PrimaryCharacterSexualityNotes 2, PrimaryCharacterTypeNotes 2, PrimaryCharacterReligionNotes 2, PrimaryCharacterHeritageByNotes 2, PrimaryCharacterGenderNotes 2, Primary Character 3, PrimaryCharacterDisabilityNotes 3, PrimaryCharacterHeritageNotes 3, PrimaryCharacterSexualityNotes 3, PrimaryCharacterTypeNotes 3, PrimaryCharacterReligionNotes 3, PrimaryCharacterHeritageByNotes 3, PrimaryCharacterGenderNotes 3, Primary Character 4, PrimaryCharacterDisabilityNotes 4, PrimaryCharacterHeritageNotes 4, PrimaryCharacterSexualityNotes 4, PrimaryCharacterTypeNotes 4, PrimaryCharacterReligionNotes 4, PrimaryCharacterHeritageByNotes 4, PrimaryCharacterGenderNotes 4, Primary Character 5, PrimaryCharacterDisabilityNotes 5, PrimaryCharacterHeritageNotes 5, PrimaryCharacterSexualityNotes 5, PrimaryCharacterTypeNotes 5, PrimaryCharacterReligionNotes 5, PrimaryCharacterHeritageByNotes 5, PrimaryCharacterGenderNotes 5, Secondary Character 1, SecondaryCharacterDisabilityNotes 1, SecondaryCharacterHeritageNotes 1, SecondaryCharacterSexualityNotes 1, SecondaryCharacterTypeNotes 1, SecondaryCharacterReligionNotes 1, SecondaryCharacterHeritageByNotes 1, SecondaryCharacterGenderNotes 1, Secondary Character 2, SecondaryCharacterDisabilityNotes 2, SecondaryCharacterHeritageNotes 2, SecondaryCharacterSexualityNotes 2, SecondaryCharacterTypeNotes 2, SecondaryCharacterReligionNotes 2, SecondaryCharacterHeritageByNotes 2, SecondaryCharacterGenderNotes 2, Secondary Character 3, SecondaryCharacterDisabilityNotes 3, SecondaryCharacterHeritageNotes 3, SecondaryCharacterSexualityNotes 3, SecondaryCharacterTypeNotes 3, SecondaryCharacterReligionNotes 3, SecondaryCharacterHeritageByNotes 3, SecondaryCharacterGenderNotes 3, Secondary Character 4, SecondaryCharacterDisabilityNotes 4, SecondaryCharacterHeritageNotes 4, SecondaryCharacterSexualityNotes 4, SecondaryCharacterTypeNotes 4, SecondaryCharacterReligionNotes 4, SecondaryCharacterHeritageByNotes 4, SecondaryCharacterGenderNotes 4, Secondary Character 5, SecondaryCharacterDisabilityNotes 5, SecondaryCharacterHeritageNotes 5, SecondaryCharacterSexualityNotes 5, SecondaryCharacterTypeNotes 5, SecondaryCharacterReligionNotes 5, SecondaryCharacterHeritageByNotes 5, SecondaryCharacterGenderNotes 5, Contributors, ContributorTypes, Contributor Identity, ContributorDisabilityNotes, ContributorLgbtqNotes, ContributorSpecificCulture, GenderMarkerNotes, Gender Markers
"9265","The Easter Bunny Is Coming to Wisconsin","9781728201894","2019","Easter","Picture Book","Fantasy","No","No","Sourcebooks Wonderland","","No","","Christian, Multicultural General","","Multicultural (secondary)","","Easter book","Animal, Female, Text","","","","Easter Bunny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female, Group, Human, Illustrations, Male, Text","","Diverse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eric James, Mari Lobo","Author, Illustrator","Heritage Unknown, Male (Eric James), Female, Latinx (Mari Lobo)","","","Brazilian","",""
"9266","Don't Shake the Present","9781492691679","2019","Cotter","Picture Book","Board Book, Fantasy","No","No","Sourcebooks Jabberwocky","","No","","Christian","","","","Christmas book","Male, Other Type, Text","","","","Monster","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Illustrations, Male, Other Type, Text","","","","Santa Claus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bill Cotter, Bill Cotter","Author, Illustrator","Male, White (Bill Cotter), Male, White (Bill Cotter)","","","","",""
"9336","Cookies for Santa","9781492677710","2019","Cookies","Picture Book","Fantasy","No","No","Sourcebooks eXplore","","No","","Asian, Christian","","Biracial (Asian/white) primary","","Christmas book","Asian, Assumed White, Christian, Female, Human, Illustrations, Male, Multiracial, Text","","Santa is white. Abigail and William are biracial (Asian/white).","","Three: Santa, Abigail, William","Abigail and William celebrate Christmas.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Johanna Tarkela","Illustrator","Female, White (Johanna Tarkela)","","","Finnish","",""
"9409","Finding Home (Baxter Family Children)","9781534412187","2020","Kingsbury","Fiction","Contemporary, Series Fiction","No","No","Paula Wiseman Books / Simon & Schuster","","No","","Christian","","","","Christian (primary family)","Christian, Confirmed White, Female, Group, Human, Male, Other Heritage Specification, Text","","","","Five siblings","","Kirkus review of previous book in series","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Karen Kingsbury, Tyler Russell","Author","Female, White (Karen Kingsbury), Male, White (Tyler Russell)","","","","",""
"9414","Flowers in the Gutter: The True Story of the Edelweiss Pirates, Teenagers Who Resisted the Nazis","9780525555414","2020","943 Gaddy","Non-Fiction","Biography/History","No","No","Dutton / Penguin Random House","","No","","Christian","","","","Most of the Edelweiss Pirates were Christian.","Assumed White, Christian, Female, Group, Human, Male, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","K. R. Gaddy","Author","Female, White (K. R. Gaddy)","","","","",""
"9460","I Love You to the Moon and Back","9781492679325","2020","Love","Picture Book","Contemporary","No","No","Sourcebooks Wonderland","","No","","Christian, Multicultural General","","Multicultural (primary)","","The book references God/He/Him throughout.","Female, Group, Human, Illustrations, Illustrations, Male","","Diverse","","Different kids shown on each page","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Susanna Leonard Hill, Kim Lawrence","Author, Illustrator","Female, White (Susanna Leonard Hill), Female, Heritage Unknown (Kim Lawrence)","","","","",""
"9490","Brown Baby Lullaby","9780374307523","2020","Brown","Picture Book","Contemporary","No","No","Farrar Straus Giroux / Macmillan","","No","","Black/African, Christian, Latinx","","Afro-Latinx (primary characters)","","The family prays with folded hands before dinner","Black/African, Christian, Female, Group, Human, Illustrations, Latinx, Male, Text, Text","","Appear to be Afro-Latinx. They use some Spanish in the narrative.","","Family of 3","The family prays at dinnertime, with hands together as Christians pray.","","Mother and father with a baby boy.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AG Ford, Tameka Fryer Brown","Author, Illustrator","Black/African, Male (AG Ford), Black/African, Female (Tameka Fryer Brown)","","","African American","",""
"9512","Prairie Lotus","9781328781505","2020","Park","Fiction","Historical","No","No","Clarion / Houghton Mifflin Harcourt","","No","","Asian, Christian","","Multiracial (white/Chinese/Korean) (primary)","","Christian (primary)","Asian, Christian, Confirmed White, Female, Human, Multiracial, Text, Text","","Hanna is of white/Chinese/Korean heritage.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Confirmed White, Female, Human, Indigenous, Male, Text, Text","","Hanna's father, teacher, and schoolmates are white. Her mother was Korean and Chinese. Wichapiwin is a member of the Ihanktonwan tribe, of the Oceti Sakowin Nation.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Linda Sue Park","Author","Asian, Female (Linda Sue Park)","","","Korean American","",""
"9538","God Is Great, God Is Good","9781419740947","2020","223 Baker","Non-Fiction","Board Book","Yes","No","Abrams / Abrams Appleseed","1987","No","","Christian, Jewish","","","","Based on the book of Job in the Hebrew Bible","Christian, Jewish, Male, Other Type, Text","","","","God","This book is based on the book of Job from the Hebrew Bible.","","The text refers to God as ""he.""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tomie dePaola, Sanna Anderson Baker","Author, Illustrator","Male, White (Tomie dePaola), Female, Heritage Unknown (Sanna Anderson Baker)","","","","",""
"9547","By and By: Charles Albert Tindley the Father of Gospel Music","9781534426368","2020","287 Weatherford","Non-Fiction","Biography/History","No","No","Atheneum / Simon & Schuster","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Human, Male, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Bryan Collier, Carole Boston Weatherford","Author, Illustrator","Black/African, Male (Bryan Collier), Black/African, Female (Carole Boston Weatherford)","","","African American","",""
"9548","Fred's Big Feelings: The Life and Legacy of Mister Rogers","9781534441224","2020","791 Renauld","Non-Fiction","Biography/History","No","No","Atheneum / Simon & Schuster","","No","","Christian","","","","Christian (primary)","Christian, Confirmed White, Human, Male, Text, Text","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brigette Barrager, Laura Renauld","Author, Illustrator","Female, White (Brigette Barrager), Female, White (Laura Renauld)","","","","",""
"9562","On Wings of Words: The Extraordinary Life of Emily Dickinson","9781452142975","2020","811 Berne","Non-Fiction","Biography/History","No","No","Chronicle","","No","","Christian","","","","Christian (primary)","Christian, Confirmed White, Female, Human, Other Heritage Specification, Text","","","","","Emily had a Christian upbringing.","Real person","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Becca Stadtlander, Jennifer Berne","Author, Illustrator","Female, White (Becca Stadtlander), Female, White (Jennifer Berne)","","","","",""
"9600","Efren Divided","9780062881687","2020","Cisneros","Fiction","Contemporary","No","No","Harper / HarperCollins","","No","","Christian, Cognitive/Neurological, Latinx","Learning difficulties due to lack of oxygen at birth (secondary)","Mexican American (primary and secondary)","","Catholic (primary and secondary)","Christian, Human, Latinx, Male, Text, Text","","Mexican American","","","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Christian, Cognitive/Neurological, Female, Group, Human, Latinx, Male, Text, Text","Efren's little brother has learning difficulties due to lack of oxygen at birth.","Mexican American","","Four family members","Catholic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ernesto Cisneros","Author","Latinx, Male (Ernesto Cisneros)","","","","",""
"9675","The Oldest Student: How Mary Walker Learned to Read","9781524768287","2020","306 Hubbard","Non-Fiction","Biography/History","No","No","Random House / Schwartz & Wade","","No","","Black/African, Christian","","African American (primary)","","Christian (primary)","Black/African, Christian, Female, Human, Text, Text","","African American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Oge Mora, Rita Lorraine Hubbard","Author, Illustrator","Black/African, Female (Oge Mora), Black/African, Female (Rita Lorraine Hubbard)","","","African American, Nigerian American","",""
"9706","Show Me a Sign","9781338255812","2020","LeZotte","Fiction","Historical","No","No","Scholastic Press","","No","","Christian, Physical","Deaf (primary and many secondary characters)","","","Christian (primary and many secondary)","Christian, Confirmed White, Female, Human, Physical, Text, Text","Mary is Deaf.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Black/African, Christian, Confirmed White, Female, Human, Indigenous, Male, Multiracial, Psychiatric, Text, Text","Several secondary characters are Deaf.","Some are white. Thomas is African American. His daughter is African American/Wampanoag. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Ann Clare LeZotte","Author","Female, LGBTQ, Physical, White (Ann Clare LeZotte)","Deaf","Lesbian","","",""
"9719","The Tooth Fairy vs. the Easter Bunny","9780593094051","2020","Deenihan","Picture Book","Fantasy","No","No","Penguin Random House / Penguin Workshop","","No","","Christian","","","","This is an Easter book.","Assumed White, Illustrations, Male, Other Type, Text","","","","Tooth Fairy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Male, Other Type, Text","","","","Easter Bunny","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Jamie L. B. Deenihan, Erin Hunting","Author, Illustrator","Female, White (Jamie L. B. Deenihan), Female, White (Erin Hunting)","","","","","Eyelashes"
"9728","The Light in Hidden Places","9781338355932","2020","Cameron","Fiction","Historical","No","No","Scholastic Press","","No","","Christian, Jewish","","","","Catholic (primary); Jewish (secondary)","Christian, Confirmed White, Female, Human, Other Heritage Specification, Text","","Polish","","","Catholic","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Confirmed White, Female, Human, Jewish, Male, Other Heritage Specification, Text, Text","","Fusia's sister is Polish. The others are assumed white.","","","","Kirkus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sharon Cameron","Author","Female, White (Sharon Cameron)","","","","",""
"9782","As It Is in Heaven: A Collection of Prayers for All Ages","9780802855381","2020","242 Puybaret","Non-Fiction","","No","No","Eerdmans","","Yes","Translated from the French. Originally published in France.","Christian","","","","A book of Christian prayers","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Eric Puybaret","Illustrator","Male, White (Eric Puybaret)","","","","",""
"9854","Flash and Gleam: Light in Our World","9781541557703","2020","Fliess","Picture Book","Contemporary","No","No","Lerner / Millbrook","","No","","Christian, Jewish, Multicultural General, Other Religion","","4 primary: Thai, Israeli, African American, Indian","","Jewish (1 of 4 primary); Christian (1 of 4 primary); Hindu (1 of 4 primary)","Asian, Black/African, Christian, Female, Group, Human, Illustrations, Jewish, Male, Middle East, Other Religion, Text","","African American, Thai, Indian, Israeli","","Four","1 Christian, 1 Jewish, 1 Hindu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","None","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sue Fliess, Khoa Le","Author, Illustrator","Female, White (Sue Fliess), Asian, Female (Khoa Le)","","","Vietnamese","",""
"10329","The Water Bears","9781984852205","2020","Baker","Fiction","Contemporary","No","No","Random House / Wendy Lamb Books","","No","","Christian, Latinx, Physical, Psychiatric","Newt (primary) has physical limitations due to a knee injury--he was bitten by a bear. He also seems to have PTSD.","Mexican American (primary)","","The family has several statues of the Virgin of Guadalupe in their home.","Christian, Human, Latinx, Male, Physical, Psychiatric, Text, Text","Newt (primary) has physical limitations due to a knee injury--he was bitten by a bear. He also seems to have PTSD.","Mexican American","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Assumed White, Female, Human, Latinx, Male, Text","","Primary character's siblings and parents are Mexican American. Izzy and Ethan are presumed white.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kim Baker","Author","Female, Latinx, Multiracial (Kim Baker)","","","Biracial (Mexican American/white)","",""
